,Society,Location,Rent,Carpet Area,Rate,BHK,Bath,Furnished,Power Back Up,Lift,Swimming Pool,Gym,Loc
359,SUNTECK CITY AVENUE,GOREGAON WEST,63549.0,921.0,69.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
360,RAHEJA RIDGEWOOD,BIMBISAR NAGAR,63140.0,820.0,77.0,2.0,2.0,0.5,0,0,1,1,RAHEJA RIDGEWOOD BIMBISAR NAGAR
361,JP DECKS BLUE,GOKULDHAM,63200.0,800.0,79.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
362,SATELLITE ROYALE,GOREGAON EAST,63250.0,1150.0,55.0,2.0,2.0,0.0,1,1,0,1,SATELLITE ROYALE GOREGAON EAST
363,ROMELL AETHER,GOREGAON EAST,62744.0,713.0,88.0,2.0,2.0,0.5,0,0,1,0,ROMELL AETHER GOREGAON EAST
364,SATELLITE ROYALE,FILM CITY ROAD,63000.0,600.0,105.0,2.0,2.0,0.0,1,1,0,1,SATELLITE ROYALE FILM CITY ROAD
365,JYOTI SUKRITI,GOREGAON EAST,61893.0,897.0,69.0,3.0,3.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
366,SUNTECK CITY AVENUE,GOREGAON WEST,62376.0,904.0,69.0,2.0,2.0,0.0,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
367,ROMELL AETHER,GOREGAON EAST,62031.0,713.0,87.0,2.0,2.0,0.5,0,0,1,0,ROMELL AETHER GOREGAON EAST
368,ROMELL AETHER,GOREGAON EAST,61770.0,710.0,87.0,2.0,2.0,0.0,0,0,1,0,ROMELL AETHER GOREGAON EAST
369,JP DECKS BLUE,GOKULDHAM,62300.0,890.0,70.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
370,JP DECKS BLUE,GOKULDHAM,62050.0,850.0,73.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
371,JP DECKS BLUE,GOKULDHAM,62050.0,850.0,73.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOKULDHAM
372,ECO TOWER,GOREGAON WEST,62150.0,1130.0,55.0,3.0,3.0,0.0,0,1,0,0,ECO TOWER GOREGAON WEST
373,JYOTI SUKRITI,GOKULDHAM,61936.0,784.0,79.0,2.0,2.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
374,RUSTOMJEE OZONE,GOREGAON WEST,62250.0,750.0,83.0,2.0,2.0,0.5,1,1,1,1,RUSTOMJEE OZONE GOREGAON WEST
375,SWAPNALOK TOWER,FILM CITY ROAD,62300.0,890.0,70.0,3.0,3.0,1.0,1,1,1,1,SWAPNALOK TOWER FILM CITY ROAD
376,WADHWA ANMOL TOWER,GOREGAON WEST,61500.0,750.0,82.0,2.0,2.0,0.0,1,1,1,1,WADHWA ANMOL TOWER GOREGAON WEST
377,OTHER,GOREGAON,60000.0,1200.0,50.0,3.0,1.0,0.0,0,0,0,0,OTHER GOREGAON
378,OTHER,GOKULDHAM,60350.0,850.0,71.0,2.0,2.0,0.0,0,0,0,0,OTHER GOKULDHAM
379,WADHWA ANMOL TOWER,MAHESH NAGAR,59906.0,778.0,77.0,2.0,2.0,0.0,1,1,1,1,WADHWA ANMOL TOWER MAHESH NAGAR
380,CHANDAK STELLA,MAHESH NAGAR,60200.0,700.0,86.0,2.0,2.0,0.0,0,1,0,1,CHANDAK STELLA MAHESH NAGAR
381,ROMELL AETHER,GOREGAON EAST,59892.0,713.0,84.0,2.0,2.0,0.5,0,0,1,0,ROMELL AETHER GOREGAON EAST
382,SUNTECK CITY AVENUE II,MOTILAL NAGAR,60200.0,700.0,86.0,2.0,2.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II MOTILAL NAGAR
383,ROMELL AETHER,FILM CITY ROAD,60000.0,800.0,75.0,2.0,2.0,1.0,0,0,1,0,ROMELL AETHER FILM CITY ROAD
384,JP DECKS BLUE,FILM CITY ROAD,59630.0,890.0,67.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE FILM CITY ROAD
385,ROMELL UMIYA GRANDEUR,CHURI WADI,60000.0,750.0,80.0,2.0,2.0,0.5,0,0,0,0,ROMELL UMIYA GRANDEUR CHURI WADI
386,YASH ORION,GOREGAON EAST,60270.0,1230.0,49.0,3.0,3.0,0.0,0,0,0,0,YASH ORION GOREGAON EAST
387,YASH ORION,GOREGAON EAST,59760.0,830.0,72.0,2.0,2.0,0.0,0,0,0,0,YASH ORION GOREGAON EAST
388,ASPEN GARDEN,GOREGAON EAST,59904.0,768.0,78.0,2.0,2.0,0.5,1,1,1,1,ASPEN GARDEN GOREGAON EAST
389,RAHEJA RIDGEWOOD,GOREGAON EAST,59760.0,720.0,83.0,2.0,2.0,0.5,0,0,1,1,RAHEJA RIDGEWOOD GOREGAON EAST
390,JYOTI SUKRITI,GOREGAON EAST,59660.0,785.0,76.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
391,SATELLITE ROYALE,GOREGAON EAST,60350.0,710.0,85.0,2.0,2.0,1.0,1,1,0,1,SATELLITE ROYALE GOREGAON EAST
392,SATELLITE ROYALE,GOREGAON EAST,60350.0,710.0,85.0,2.0,2.0,1.0,1,1,0,1,SATELLITE ROYALE GOREGAON EAST
393,RAHEJA SOLITIARE,GOREGAON WEST,60500.0,1100.0,55.0,3.0,2.0,0.0,1,1,0,1,RAHEJA SOLITIARE GOREGAON WEST
394,SATELLITE ROYALE,GOREGAON EAST,60200.0,700.0,86.0,2.0,2.0,0.0,1,1,0,1,SATELLITE ROYALE GOREGAON EAST
395,CHANDAK STELLA,GOREGAON,59840.0,680.0,88.0,2.0,2.0,0.5,0,1,0,1,CHANDAK STELLA GOREGAON
396,WADHWA ANMOL TOWER,GOREGAON WEST,60000.0,800.0,75.0,2.0,2.0,0.0,1,1,1,1,WADHWA ANMOL TOWER GOREGAON WEST
397,ROMELL AETHER,GOREGAON EAST,59892.0,713.0,84.0,2.0,2.0,0.5,0,0,1,0,ROMELL AETHER GOREGAON EAST
398,RUSHI HEIGHTS,FILM CITY ROAD,60000.0,1000.0,60.0,3.0,3.0,0.5,1,1,1,1,RUSHI HEIGHTS FILM CITY ROAD
399,SATELLITE ROYALE,GOREGAON EAST,60000.0,800.0,75.0,2.0,2.0,0.0,1,1,0,1,SATELLITE ROYALE GOREGAON EAST
400,JYOTI SUKRITI,GOREGAON EAST,60350.0,710.0,85.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
401,ROMELL AETHER,JAYPRAKASH NAGAR,60000.0,750.0,80.0,2.0,2.0,1.0,0,0,1,0,ROMELL AETHER JAYPRAKASH NAGAR
402,RAHEJA SHERWOOD,GOREGAON EAST,60200.0,700.0,86.0,2.0,2.0,1.0,1,1,0,0,RAHEJA SHERWOOD GOREGAON EAST
403,SUNTECK CITY,GOREGAON WEST,59928.0,908.0,66.0,2.0,2.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
404,SUNTECK CITY AVENUE,GOREGAON WEST,60060.0,660.0,91.0,2.0,2.0,0.5,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
405,LAKSHCHANDI HEIGHT,GOKULDHAM,59920.0,856.0,70.0,2.0,2.0,1.0,1,1,1,1,LAKSHCHANDI HEIGHT GOKULDHAM
406,OTHER,GOKULDHAM,59660.0,785.0,76.0,2.0,2.0,0.5,0,0,0,0,OTHER GOKULDHAM
407,JYOTI SUKRITI,GOKULDHAM,60368.0,784.0,77.0,2.0,2.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
408,RUSTOMJEE OZONE,GOREGAON WEST,60000.0,750.0,80.0,2.0,2.0,0.0,1,1,1,1,RUSTOMJEE OZONE GOREGAON WEST
409,RUSTOMJEE OZONE,GOREGAON WEST,60350.0,710.0,85.0,2.0,2.0,0.0,1,1,1,1,RUSTOMJEE OZONE GOREGAON WEST
410,SATELLITE ROYALE,FILM CITY ROAD,60200.0,700.0,86.0,2.0,2.0,1.0,1,1,0,1,SATELLITE ROYALE FILM CITY ROAD
411,SATELLITE ROYALE,FILM CITY ROAD,60000.0,750.0,80.0,2.0,2.0,0.5,1,1,0,1,SATELLITE ROYALE FILM CITY ROAD
412,SATELLITE ROYALE,FILM CITY ROAD,60000.0,800.0,75.0,2.0,2.0,0.0,1,1,0,1,SATELLITE ROYALE FILM CITY ROAD
413,SUNTECK CITY AVENUE,GOREGAON WEST,59800.0,650.0,92.0,2.0,2.0,0.5,0,0,1,0,SUNTECK CITY AVENUE GOREGAON WEST
414,JP DECKS BLUE,FILM CITY ROAD,60350.0,850.0,71.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE FILM CITY ROAD
415,SWAPNALOK TOWER,FILM CITY ROAD,59736.0,786.0,76.0,3.0,3.0,0.0,1,1,1,1,SWAPNALOK TOWER FILM CITY ROAD
416,ROMELL AETHER,VISHVESHWAR NAGAR,60000.0,750.0,80.0,2.0,2.0,0.0,0,0,1,0,ROMELL AETHER VISHVESHWAR NAGAR
417,OMKAR ANANTA,FILM CITY ROAD,59850.0,950.0,63.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
418,OTHER,FILM CITY ROAD,60200.0,700.0,86.0,2.0,2.0,0.0,0,0,0,0,OTHER FILM CITY ROAD
419,DB WOODS,GOREGAON EAST,58650.0,1150.0,51.0,2.0,2.0,0.0,0,1,1,1,DB WOODS GOREGAON EAST
420,JP DECKS BLUE,GOREGAON EAST,58167.0,843.0,69.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
421,RAHEJA RIDGEWOOD,GOREGAON EAST,57670.0,730.0,79.0,2.0,2.0,0.0,0,0,1,1,RAHEJA RIDGEWOOD GOREGAON EAST
422,JP DECKS BLUE,GOREGAON EAST,57800.0,850.0,68.0,2.0,2.0,0.5,0,1,1,1,JP DECKS BLUE GOREGAON EAST
423,SUNTECK CITY AVENUE II,BANGUR NAGAR,58220.0,710.0,82.0,2.0,2.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II BANGUR NAGAR
424,VASANT VALLEY,GOREGAON EAST,57750.0,750.0,77.0,2.0,2.0,1.0,1,1,1,0,VASANT VALLEY GOREGAON EAST
425,JYOTI SUKRITI,GOKULDHAM,58220.0,820.0,71.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
426,SUNTECK CITY AVENUE II,GOREGAON WEST,58200.0,600.0,97.0,2.0,2.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
427,SUNTECK CITY AVENUE II,GOREGAON WEST,56800.0,710.0,80.0,2.0,2.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
428,RAHEJA RIDGEWOOD,GOREGAON EAST,56932.0,662.0,86.0,2.0,2.0,0.5,0,0,1,1,RAHEJA RIDGEWOOD GOREGAON EAST
429,JP DECKS BLUE,GOREGAON EAST,56960.0,890.0,64.0,2.0,2.0,0.0,0,1,1,1,JP DECKS BLUE GOREGAON EAST
430,SUNTECK CITY AVENUE II,GOREGAON WEST,57348.0,708.0,81.0,2.0,2.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
431,SUNTECK CITY AVENUE II,GOREGAON WEST,56700.0,700.0,81.0,2.0,2.0,1.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
432,SUCHIDHAM COMPLEX,FILM CITY ROAD,57000.0,1000.0,57.0,2.0,2.0,0.5,0,0,0,0,SUCHIDHAM COMPLEX FILM CITY ROAD
433,SUNTECK CITY AVENUE II,GOREGAON WEST,56800.0,710.0,80.0,2.0,2.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
434,SHAGUN TOWER,GOKULDHAM,57000.0,750.0,76.0,2.0,2.0,0.5,1,1,0,1,SHAGUN TOWER GOKULDHAM
435,OTHER,GOREGAON,56000.0,800.0,70.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON
436,RUSHI HEIGHTS,GOREGAON EAST,55300.0,700.0,79.0,2.0,2.0,0.5,1,1,1,1,RUSHI HEIGHTS GOREGAON EAST
437,RUSHI HEIGHTS,GOREGAON EAST,54750.0,750.0,73.0,2.0,2.0,0.5,1,1,1,1,RUSHI HEIGHTS GOREGAON EAST
438,RAG MEGH MALHAR,YASHODHAM,55250.0,850.0,65.0,2.0,2.0,0.0,1,1,0,0,RAG MEGH MALHAR YASHODHAM
439,OTHER,JAYPRAKASH NAGAR,54750.0,750.0,73.0,2.0,2.0,1.0,0,0,0,0,OTHER JAYPRAKASH NAGAR
440,OTHER,GOREGAON EAST,55300.0,700.0,79.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON EAST
441,OTHER,PERU BAUG,54900.0,450.0,122.0,2.0,2.0,1.0,0,0,0,0,OTHER PERU BAUG
442,RAHEJA HEIGHTS PHASE,GOKULDHAM,54720.0,720.0,76.0,2.0,2.0,0.0,1,1,1,1,RAHEJA HEIGHTS PHASE GOKULDHAM
443,RAG MEGH MALHAR,GOREGAON EAST,55300.0,700.0,79.0,2.0,2.0,0.5,1,1,0,0,RAG MEGH MALHAR GOREGAON EAST
444,JYOTI SUKRITI,GOREGAON EAST,54720.0,720.0,76.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
445,SUNTECK CITY AVENUE II,MOTILAL NAGAR,55300.0,700.0,79.0,2.0,2.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II MOTILAL NAGAR
446,OTHER,AZAD NAGAR,55250.0,650.0,85.0,2.0,2.0,0.0,0,0,0,0,OTHER AZAD NAGAR
447,SUNTECK CITY AVENUE II,GOREGAON WEST,55224.0,708.0,78.0,2.0,2.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
448,ASPEN GARDEN,GOREGAON EAST,54784.0,856.0,64.0,2.0,2.0,0.5,1,1,1,1,ASPEN GARDEN GOREGAON EAST
449,SUNTECK CITY AVENUE II,GOREGAON WEST,55300.0,700.0,79.0,2.0,2.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
450,WADHWA ANMOL TOWER,GOREGAON WEST,55200.0,800.0,69.0,2.0,2.0,0.0,1,1,1,1,WADHWA ANMOL TOWER GOREGAON WEST
451,GARDEN VIEW APARTMENT,ROYAL PALMS ESTATE,55180.0,890.0,62.0,3.0,3.0,1.0,0,0,0,0,GARDEN VIEW APARTMENT ROYAL PALMS ESTATE
452,WADHWA ANMOL FORTUNE,UNNAT NAGAR,54796.0,721.0,76.0,2.0,2.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE UNNAT NAGAR
453,SUNTECK CITY AVENUE II,GOREGAON WEST,54670.0,710.0,77.0,2.0,2.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
454,SATELLITE ROYALE,FILM CITY ROAD,55080.0,765.0,72.0,2.0,2.0,0.5,1,1,0,1,SATELLITE ROYALE FILM CITY ROAD
455,YASH ORION,FILM CITY ROAD,55250.0,850.0,65.0,2.0,2.0,0.5,0,0,0,0,YASH ORION FILM CITY ROAD
456,JYOTI SUKRITI,GOKULDHAM,55200.0,800.0,69.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOKULDHAM
457,JYOTI SUKRITI,GOKULDHAM,55300.0,700.0,79.0,2.0,2.0,0.5,0,0,1,1,JYOTI SUKRITI GOKULDHAM
458,OTHER,GOREGAON WEST,54750.0,750.0,73.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON WEST
460,SUNTECK CITY AVENUE II,GOREGAON WEST,55176.0,627.0,88.0,2.0,2.0,0.5,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
461,RAHEJA RESIDENCY,FILM CITY ROAD,55200.0,800.0,69.0,2.0,2.0,0.0,1,1,1,1,RAHEJA RESIDENCY FILM CITY ROAD
462,SUCHIDHAM COMPLEX,GOKULDHAM,54925.0,845.0,65.0,2.0,2.0,1.0,0,0,0,0,SUCHIDHAM COMPLEX GOKULDHAM
463,LAKSHACHANDI APARTMENTS,GOKULDHAM,55300.0,700.0,79.0,2.0,2.0,0.5,1,1,1,1,LAKSHACHANDI APARTMENTS GOKULDHAM
464,SUNTECK CITY,GOREGAON WEST,54670.0,710.0,77.0,2.0,2.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
465,WADHWA ANMOL FORTUNE,UNNAT NAGAR,54750.0,750.0,73.0,2.0,2.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE UNNAT NAGAR
466,WADHWA ANMOL FORTUNE,GOREGAON WEST,54670.0,710.0,77.0,2.0,2.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
467,OTHER,GOREGAON WEST,54600.0,1050.0,52.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON WEST
468,DHEERAJ VALLEY TOWER,GOKULDHAM,55200.0,800.0,69.0,2.0,2.0,0.5,1,1,0,0,DHEERAJ VALLEY TOWER GOKULDHAM
469,RUSHI HEIGHTS,FILM CITY ROAD,55200.0,800.0,69.0,2.0,2.0,0.0,1,1,1,1,RUSHI HEIGHTS FILM CITY ROAD
470,OMKAR ANANTA,FILM CITY ROAD,55300.0,700.0,79.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
471,OMKAR ANANTA,FILM CITY,55160.0,985.0,56.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA FILM CITY
472,RUSHI HEIGHTS,GOREGAON EAST,54720.0,720.0,76.0,2.0,2.0,1.0,1,1,1,1,RUSHI HEIGHTS GOREGAON EAST
473,RUSHI HEIGHTS,GOKULDHAM,55080.0,680.0,81.0,2.0,2.0,0.0,1,1,1,1,RUSHI HEIGHTS GOKULDHAM
474,RUSHI HEIGHTS,GOREGAON EAST,54670.0,710.0,77.0,2.0,2.0,0.5,1,1,1,1,RUSHI HEIGHTS GOREGAON EAST
475,MALHAR TOWER,GOREGAON EAST,54000.0,900.0,60.0,2.0,2.0,0.5,0,0,0,0,MALHAR TOWER GOREGAON EAST
476,WADHWA ANMOL FORTUNE,GOREGAON WEST,53960.0,710.0,76.0,2.0,2.0,0.0,0,0,1,1,WADHWA ANMOL FORTUNE GOREGAON WEST
477,SUNTECK CITY,GOREGAON WEST,53808.0,708.0,76.0,2.0,2.0,0.0,0,0,1,1,SUNTECK CITY GOREGAON WEST
478,SKY VILLA,GOREGAON EAST,53040.0,780.0,68.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA GOREGAON EAST
479,RAG MEGH MALHAR,GOREGAON EAST,52824.0,852.0,62.0,2.0,2.0,0.0,1,1,0,0,RAG MEGH MALHAR GOREGAON EAST
480,RAG MEGH MALHAR,YASHODHAM,52700.0,850.0,62.0,2.0,2.0,0.5,1,1,0,0,RAG MEGH MALHAR YASHODHAM
481,SKY VILLA,GOREGAON EAST,53250.0,750.0,71.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA GOREGAON EAST
482,OTHER,GOREGAON WEST,53070.0,610.0,87.0,2.0,2.0,0.5,0,0,0,0,OTHER GOREGAON WEST
483,RUSHI HEIGHTS,FILM CITY,53200.0,700.0,76.0,2.0,2.0,0.0,1,1,1,1,RUSHI HEIGHTS FILM CITY
484,SKY VILLA,GOREGAON EAST,52327.0,781.0,67.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA GOREGAON EAST
485,OTHER,KANYA PADA,52200.0,600.0,87.0,2.0,2.0,1.0,0,0,0,0,OTHER KANYA PADA
486,OTHER,GOREGAON EAST,51750.0,750.0,69.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON EAST
487,SUNTECK CITY AVENUE II,GOREGAON WEST,52110.0,579.0,90.0,2.0,2.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
488,OTHER,GOREGAON EAST,52500.0,1250.0,42.0,3.0,2.0,0.0,0,0,0,0,OTHER GOREGAON EAST
489,MAHINDRA GARDEN,GOREGAON WEST,51200.0,800.0,64.0,2.0,2.0,0.0,1,0,1,1,MAHINDRA GARDEN GOREGAON WEST
490,GOLDEN ISLE,ROYAL PALMS ESTATE,50160.0,880.0,57.0,3.0,3.0,1.0,0,0,0,0,GOLDEN ISLE ROYAL PALMS ESTATE
491,SKY VILLA,NNP COLONY,50050.0,650.0,77.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA NNP COLONY
492,OTHER,GOREGAON EAST,49450.0,1150.0,43.0,2.0,2.0,0.5,0,0,0,0,OTHER GOREGAON EAST
493,OTHER,YASHODHAM,50150.0,850.0,59.0,2.0,2.0,0.5,0,0,0,0,OTHER YASHODHAM
494,OTHER,GOREGAON EAST,49680.0,690.0,72.0,2.0,2.0,0.5,0,0,0,0,OTHER GOREGAON EAST
495,GARDEN ESTATE,LAXMI NAGAR,50250.0,750.0,67.0,2.0,2.0,0.5,1,1,1,1,GARDEN ESTATE LAXMI NAGAR
496,SKY VILLA,GOREGAON EAST,50050.0,650.0,77.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA GOREGAON EAST
497,OTHER,CHURI WADI,49585.0,1055.0,47.0,2.0,2.0,0.5,0,0,0,0,OTHER CHURI WADI
498,RAHEJA SHERWOOD,GOREGAON EAST,49800.0,600.0,83.0,2.0,2.0,1.0,1,1,0,0,RAHEJA SHERWOOD GOREGAON EAST
499,YASH ORION,GOREGAON EAST,50400.0,800.0,63.0,2.0,2.0,0.5,0,0,0,0,YASH ORION GOREGAON EAST
500,SUNTECK CITY AVENUE II,GOREGAON WEST,49977.0,617.0,81.0,2.0,2.0,0.0,1,1,1,1,SUNTECK CITY AVENUE II GOREGAON WEST
501,OTHER,GOREGAON EAST,50250.0,750.0,67.0,2.0,2.0,0.0,0,0,0,0,OTHER GOREGAON EAST
502,SATELLITE ROYALE,FILM CITY ROAD,50150.0,850.0,59.0,2.0,2.0,0.0,1,1,0,1,SATELLITE ROYALE FILM CITY ROAD
503,LALANI VELENTINE APARTMENT CHS,GOKULDHAM,49800.0,415.0,120.0,2.0,2.0,0.5,0,0,0,0,LALANI VELENTINE APARTMENT CHS GOKULDHAM
504,VIJAY SHANTI,GOREGAON WEST,50180.0,965.0,52.0,3.0,3.0,0.0,0,0,0,0,VIJAY SHANTI GOREGAON WEST
505,ASPEN PARK,GOREGAON EAST,50250.0,750.0,67.0,2.0,2.0,0.0,0,0,0,0,ASPEN PARK GOREGAON EAST
506,OMKAR ANANTA,FILM CITY ROAD,50150.0,850.0,59.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
507,DHEERAJ UPHAR CHS LTD,GOKULDHAM,50050.0,550.0,91.0,2.0,2.0,1.0,0,0,0,0,DHEERAJ UPHAR CHS LTD GOKULDHAM
508,SANKALP SOCIETY,GOKULDHAM,50050.0,650.0,77.0,2.0,2.0,1.0,1,1,1,1,SANKALP SOCIETY GOKULDHAM
509,SADGURU COMPLEX,FILM CITY ROAD,50220.0,620.0,81.0,2.0,2.0,0.5,1,1,0,1,SADGURU COMPLEX FILM CITY ROAD
510,SWAPNALOK TOWER,FILM CITY ROAD,50150.0,850.0,59.0,2.0,2.0,0.0,1,1,1,1,SWAPNALOK TOWER FILM CITY ROAD
511,OMKAR ANANTA,FILM CITY ROAD,50250.0,750.0,67.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
512,OMKAR ANANTA,SANTOSH NAGAR,50250.0,750.0,67.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA SANTOSH NAGAR
513,JYOTI SUKRITI,GOREGAON EAST,49329.0,783.0,63.0,2.0,2.0,0.5,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
514,SHEETAL VILLA,GOREGAON EAST,49493.0,1151.0,43.0,2.0,2.0,0.0,0,0,0,0,SHEETAL VILLA GOREGAON EAST
515,JYOTI SUKRITI,GOREGAON EAST,49329.0,783.0,63.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
516,SKY VILLA,GOREGAON EAST,48100.0,650.0,74.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA GOREGAON EAST
517,SATELLITE GARDEN,GOKULDHAM,48300.0,700.0,69.0,2.0,2.0,1.0,1,1,0,0,SATELLITE GARDEN GOKULDHAM
518,SATELLITE GARDEN,FILM CITY ROAD,48300.0,700.0,69.0,2.0,2.0,0.0,1,1,0,0,SATELLITE GARDEN FILM CITY ROAD
519,YASHODHAM COMPLEX,YASHODHAM,48180.0,730.0,66.0,2.0,2.0,0.5,0,0,0,0,YASHODHAM COMPLEX YASHODHAM
520,OTHER,YASHODHAM,48000.0,800.0,60.0,2.0,2.0,1.0,0,0,0,0,OTHER YASHODHAM
521,OTHER,GOREGAON EAST,47850.0,825.0,58.0,2.0,2.0,0.5,0,0,0,0,OTHER GOREGAON EAST
522,SKY VILLA,GOREGAON EAST,48000.0,640.0,75.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA GOREGAON EAST
523,OMKAR ANANTA,FILM CITY ROAD,47680.0,745.0,64.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
524,SKY VILLA,FILM CITY ROAD,48300.0,700.0,69.0,2.0,2.0,0.5,1,1,1,1,SKY VILLA FILM CITY ROAD
525,SKY VILLA,FILM CITY ROAD,48300.0,700.0,69.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA FILM CITY ROAD
526,SADGURU COMPLEX,FILM CITY ROAD,48100.0,650.0,74.0,2.0,2.0,0.0,0,0,0,0,SADGURU COMPLEX FILM CITY ROAD
527,GOLDEN ISLE,AAREY MILK COLONY,48240.0,670.0,72.0,3.0,3.0,1.0,0,0,0,0,GOLDEN ISLE AAREY MILK COLONY
528,VIJAY SHANTI,GOREGAON WEST,48000.0,1000.0,48.0,3.0,3.0,0.0,0,0,0,0,VIJAY SHANTI GOREGAON WEST
529,SADGURU COMPLEX,GOREGAON EAST,48280.0,680.0,71.0,2.0,2.0,0.5,1,1,0,1,SADGURU COMPLEX GOREGAON EAST
530,OTHER,GOREGAON WEST,47600.0,850.0,56.0,3.0,3.0,0.5,0,0,0,0,OTHER GOREGAON WEST
531,OMKAR ANANTA,GOREGAON EAST,47854.0,674.0,71.0,2.0,2.0,0.0,1,1,0,1,OMKAR ANANTA GOREGAON EAST
532,OMKAR ANANTA,FILM CITY ROAD,47730.0,645.0,74.0,2.0,2.0,0.5,1,1,0,1,OMKAR ANANTA FILM CITY ROAD
533,SWAPNALOK TOWER,GOREGAON EAST,48100.0,650.0,74.0,2.0,2.0,0.5,1,1,1,1,SWAPNALOK TOWER GOREGAON EAST
534,OTHER,GOREGAON EAST,46800.0,1200.0,39.0,2.0,2.0,1.0,0,0,0,0,OTHER GOREGAON EAST
535,JYOTI SUKRITI,GOREGAON EAST,46980.0,783.0,60.0,2.0,2.0,0.0,0,0,1,1,JYOTI SUKRITI GOREGAON EAST
536,SKY VILLA,GOREGAON EAST,46990.0,635.0,74.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA GOREGAON EAST
537,SAI SAGAR TOWER,SAI BABA COMPLEX,46900.0,700.0,67.0,2.0,2.0,0.5,0,1,0,0,SAI SAGAR TOWER SAI BABA COMPLEX
538,SATELLITE GARDEN,GOKULDHAM,46875.0,625.0,75.0,2.0,2.0,0.5,1,1,0,0,SATELLITE GARDEN GOKULDHAM
539,SKY VILLA,GOREGAON EAST,46800.0,720.0,65.0,2.0,2.0,0.0,1,1,1,1,SKY VILLA GOREGAON EAST
